id	label
EPI_ISL_329301	0
EPI_ISL_697061	0
EPI_ISL_697880	0
EPI_ISL_199317	0
EPI_ISL_278134	0
EPI_ISL_11849	0
EPI_ISL_257260	0
EPI_ISL_503603	0
EPI_ISL_3406	0
EPI_ISL_328894	0
EPI_ISL_133603	0
EPI_ISL_137669	0
EPI_ISL_502685	0
EPI_ISL_167103	0
EPI_ISL_8872	0
EPI_ISL_113255	0
EPI_ISL_199372	0
EPI_ISL_176809	0
EPI_ISL_11244	0
EPI_ISL_371843	0
EPI_ISL_16215736	0
EPI_ISL_703077	0
EPI_ISL_199161	0
EPI_ISL_76281	0
EPI_ISL_293287	0
EPI_ISL_188537	0
EPI_ISL_14768765	0
EPI_ISL_203679	0
EPI_ISL_506112	0
EPI_ISL_16297331	0
EPI_ISL_80673	0
EPI_ISL_208824	0
EPI_ISL_132300	0
EPI_ISL_270302	0
EPI_ISL_28746	0
EPI_ISL_8518268	0
EPI_ISL_4071699	0
EPI_ISL_63455	0
EPI_ISL_11798577	0
EPI_ISL_120189	0
EPI_ISL_4069759	0
EPI_ISL_6795397	0
EPI_ISL_199071	0
EPI_ISL_136193	0
EPI_ISL_206835	0
EPI_ISL_63602	0
EPI_ISL_216850	0
EPI_ISL_1697185	0
EPI_ISL_189423	0
EPI_ISL_337525	0
EPI_ISL_131423	0
EPI_ISL_3128528	0
EPI_ISL_113762	0
EPI_ISL_141273	0
EPI_ISL_180859	0
EPI_ISL_15078237	0
EPI_ISL_6333	0
EPI_ISL_221350	0
EPI_ISL_190031	0
EPI_ISL_10748	0
EPI_ISL_699219	0
EPI_ISL_243616	0
EPI_ISL_16297357	0
EPI_ISL_328440	0
EPI_ISL_11971496	0
EPI_ISL_85123	0
EPI_ISL_175874	0
EPI_ISL_145649	0
EPI_ISL_1009707	0
EPI_ISL_113766	0
EPI_ISL_369349	0
EPI_ISL_273603	0
EPI_ISL_267272	0
EPI_ISL_8809153	0
EPI_ISL_161378	0
EPI_ISL_502397	0
EPI_ISL_300665	0
EPI_ISL_327497	0
EPI_ISL_200483	0
EPI_ISL_297932	0
EPI_ISL_279010	0
EPI_ISL_699602	0
EPI_ISL_408700	0
EPI_ISL_1290975	0
EPI_ISL_146281	0
EPI_ISL_279039	0
EPI_ISL_198887	0
EPI_ISL_112613	0
EPI_ISL_168227	0
EPI_ISL_22589	0
EPI_ISL_199413	0
EPI_ISL_699355	0
EPI_ISL_4032219	0
EPI_ISL_8768	0
EPI_ISL_244527	0
EPI_ISL_150303	0
EPI_ISL_381373	0
EPI_ISL_199083	0
EPI_ISL_266519	0
EPI_ISL_15688	0
EPI_ISL_19116	0
EPI_ISL_85080	0
EPI_ISL_157955	0
EPI_ISL_25630	0
EPI_ISL_502275	0
EPI_ISL_15063668	0
EPI_ISL_16315009	0
EPI_ISL_13009636	0
EPI_ISL_163870	0
EPI_ISL_316581	0
EPI_ISL_161221	0
EPI_ISL_16314933	0
EPI_ISL_176300	0
EPI_ISL_96126	0
EPI_ISL_63347	0
EPI_ISL_397560	0
EPI_ISL_654844	0
EPI_ISL_1273420	0
EPI_ISL_10057	0
EPI_ISL_710452	0
EPI_ISL_80726	0
EPI_ISL_696719	0
EPI_ISL_4064628	0
EPI_ISL_681280	0
EPI_ISL_707441	0
EPI_ISL_14760729	0
EPI_ISL_240893	0
EPI_ISL_9954721	0
EPI_ISL_328972	0
EPI_ISL_239393	0
EPI_ISL_13369753	0
EPI_ISL_2479	0
EPI_ISL_12139999	0
EPI_ISL_245535	0
EPI_ISL_408920	0
EPI_ISL_16315051	0
EPI_ISL_141204	0
EPI_ISL_137860	0
EPI_ISL_321138	0
EPI_ISL_279226	0
EPI_ISL_718123	0
EPI_ISL_179918	0
EPI_ISL_175842	0
